step,epoch,status,loss,loss_pred,loss_sigreg,z_std,z_mean_abs,lr,nan_rate,recoveries,wallclock_s,val_L_pred,val_L_identity,val_pred_vs_identity_ratio
100,0,ok,1.4038006067276,0.3317241668701172,11.91196060180664,0.49592480063438416,0.08675061166286469,1.736111111111111e-05,0.0,0,74.5728530883789,,,
200,0,ok,0.9627759456634521,0.27391424775123596,7.654018878936768,0.621955156326294,0.04913731664419174,3.472222222222222e-05,0.0,0,150.62443614006042,,,
288,0,val_epoch,,,,,,,,,239.50904154777527,21.07372423311559,0.18724847904792646,112.54416772977764
300,1,ok,0.7835774421691895,0.25038519501686096,5.9243574142456055,0.7453607320785522,0.030586086213588715,4.999997814671033e-05,0.0,0,254.02929401397705,,,
400,1,ok,0.5448606014251709,0.14604255557060242,4.43131160736084,0.8209003210067749,0.03729367256164551,4.99980963595373e-05,0.0,0,331.50309896469116,,,
500,1,ok,0.5011506676673889,0.10214672237634659,4.433376789093018,0.8639900088310242,0.02323116920888424,4.999317965462173e-05,0.0,0,407.54844760894775,,,
576,1,val_epoch,,,,,,,,,486.7035381793976,21.36879730596775,0.056552658786134025,377.85663423497783
600,2,ok,0.3782593905925751,0.0672135129570961,3.4560651779174805,0.911126971244812,0.02302335761487484,4.998522862888087e-05,0.0,0,510.9921576976776,,,
700,2,ok,0.35860714316368103,0.05667629465460777,3.3547871112823486,0.8951964378356934,0.01593129150569439,4.9974244247616605e-05,0.0,0,587.4424719810486,,,
800,2,ok,0.2868264615535736,0.04429103434085846,2.694838047027588,0.9357035160064697,0.012269005179405212,4.99602278443982e-05,0.0,0,663.4250226020813,,,
864,2,val_epoch,,,,,,,,,733.9520485401154,153.8757885444455,0.02650017142114116,5806.595968722199
900,3,ok,0.28416353464126587,0.0400247760117054,2.7126526832580566,0.9639846086502075,0.013241685926914215,4.9943181120900476e-05,0.0,0,768.0655975341797,,,
1000,3,ok,0.2843160629272461,0.032690148800611496,2.7958433628082275,0.9535036087036133,0.012818369083106518,4.992310614669717e-05,0.0,0,843.9452040195465,,,
1100,3,ok,0.26862186193466187,0.03364157676696777,2.610891819000244,0.9666086435317993,0.01488516852259636,4.9900005359009663e-05,0.0,0,919.8195948600769,,,
1152,3,val_epoch,,,,,,,,,981.3114144802094,45.13653828318526,0.019879881572432635,2270.4631372540944
1200,4,ok,0.2620302140712738,0.03079068288207054,2.5693280696868896,0.9873167872428894,0.015406101942062378,4.987388156241115e-05,0.0,0,1025.1317040920258,,,
1300,4,ok,0.2632502317428589,0.03198619186878204,2.5696003437042236,0.9762939214706421,0.019242871552705765,4.984473792848607e-05,0.0,0,1100.6083149909973,,,
1400,4,ok,0.2460317313671112,0.028684990480542183,2.414963722229004,0.9955195188522339,0.018941450864076614,4.981257799544511e-05,0.0,0,1176.3276512622833,,,
1440,4,val_epoch,,,,,,,,,1228.6043083667755,165.39903720762672,0.04607590370788807,3589.707936196395
1500,5,ok,0.26201575994491577,0.029275361448526382,2.5860042572021484,0.968855619430542,0.021241504698991776,4.9777405667695644e-05,0.0,0,1281.6979472637177,,,
