step,epoch,status,loss,loss_pred,loss_sigreg,z_std,z_mean_abs,lr,nan_rate,recoveries,wallclock_s,val_L_pred,val_L_identity,val_pred_vs_identity_ratio
50,0,ok,1.2102384567260742,0.3331044912338257,9.745931625366211,0.5495075583457947,0.05946233868598938,4.999265934483411e-05,0.0,0,85.6005802154541,,,
100,0,ok,0.9119656085968018,0.3299013674259186,6.467380523681641,0.6531760692596436,0.03024008870124817,4.99214134820286e-05,0.0,0,166.8953981399536,,,
150,0,ok,0.6761037707328796,0.19167764484882355,5.382512092590332,0.7201380729675293,0.019250135868787766,4.97745881923061e-05,0.0,0,248.4490511417389,,,
200,0,ok,0.4883301556110382,0.11404519528150558,4.158721446990967,0.7958449721336365,0.018610110506415367,4.9552628754232465e-05,0.0,0,328.17611718177795,,,
250,0,ok,0.36318233609199524,0.060679394751787186,3.3611435890197754,0.8534409403800964,0.020921701565384865,4.9256208306477784e-05,0.0,0,409.73855209350586,,,
288,0,val_epoch,,,,,,,,,507.8888750076294,0.07678598988346937,0.010258901897000103,7.48481569025658
300,1,ok,0.35061532258987427,0.044960930943489075,3.3961596488952637,0.8859648704528809,0.020050285384058952,4.888622580638186e-05,0.0,0,527.1163930892944,,,
350,1,ok,0.33980879187583923,0.03443807363510132,3.393007755279541,0.9234700202941895,0.02370336651802063,4.844380330367701e-05,0.0,0,605.8717792034149,,,
400,1,ok,0.30360954999923706,0.03164456784725189,3.0218329429626465,0.9356319308280945,0.023181790485978127,4.793028253763633e-05,0.0,0,685.0640320777893,,,
450,1,ok,0.3208340108394623,0.03254068270325661,3.203259229660034,0.936023473739624,0.027091780677437782,4.7347220867967164e-05,0.0,0,766.0779483318329,,,
500,1,ok,0.2773667573928833,0.027250103652477264,2.779073715209961,0.9720268249511719,0.02749268151819706,4.669638655179035e-05,0.0,0,845.5428123474121,,,
550,1,ok,0.2807229161262512,0.028449509292840958,2.803037643432617,0.9817039370536804,0.026361465454101562,4.597975338102865e-05,0.0,0,924.7836291790009,,,
576,1,val_epoch,,,,,,,,,1005.6446762084961,0.024770502191854685,0.005699836601298757,4.345826718297594
600,2,ok,0.2977645695209503,0.025551877915859222,3.024585247039795,0.9898607134819031,0.03034665435552597,4.5199494696467694e-05,0.0,0,1045.2157502174377,,,
650,2,ok,0.27971863746643066,0.025323577225208282,2.8266117572784424,0.99378901720047,0.026111220940947533,4.435797679664301e-05,0.0,0,1124.0231041908264,,,
